weight_g,550.000000
thrust_N,velocity_m_s,power_W
37.000000,4.000000,2828.244266
38.000000,4.000000,2933.873813
39.000000,4.000000,3044.891414
40.000000,4.000000,3161.771939
41.000000,4.000000,3280.507627
42.000000,4.000000,3404.655229
43.000000,4.000000,3537.085651
44.000000,4.000000,3671.620507
24.000000,4.500000,1705.481569
25.000000,4.500000,1780.864514
26.000000,4.500000,1857.820519
27.000000,4.500000,1936.349585
28.000000,4.500000,2016.451712
29.000000,4.500000,2098.126899
30.000000,4.500000,2181.804774
31.000000,4.500000,2268.021142
32.000000,4.500000,2355.775362
33.000000,4.500000,2445.067433
34.000000,4.500000,2535.897356
35.000000,4.500000,2630.840182
36.000000,4.500000,2733.184040
37.000000,4.500000,2837.221317
38.000000,4.500000,2942.952013
39.000000,4.500000,3054.686083
40.000000,4.500000,3171.608850
41.000000,4.500000,3290.383800
42.000000,4.500000,3415.395936
43.000000,4.500000,3547.938291
44.000000,4.500000,3682.582427
23.000000,5.000000,1637.722112
24.000000,5.000000,1711.718512
25.000000,5.000000,1787.290996
26.000000,5.000000,1864.439563
27.000000,5.000000,1943.164213
28.000000,5.000000,2023.464947
29.000000,5.000000,2105.341765
30.000000,5.000000,2189.330967
31.000000,5.000000,2275.652083
32.000000,5.000000,2363.511136
33.000000,5.000000,2452.908127
34.000000,5.000000,2543.843056
35.000000,5.000000,2639.625355
36.000000,5.000000,2742.071674
37.000000,5.000000,2846.210728
38.000000,5.000000,2952.042516
39.000000,5.000000,3064.494039
40.000000,5.000000,3181.458795
41.000000,5.000000,3300.272756
42.000000,5.000000,3426.150878
43.000000,5.000000,3558.804952
44.000000,5.000000,3693.558152
23.000000,5.500000,1643.796562
24.000000,5.500000,1717.981744
25.000000,5.500000,1793.746096
26.000000,5.500000,1871.089616
27.000000,5.500000,1950.012307
28.000000,5.500000,2030.514166
29.000000,5.500000,2112.595195
30.000000,5.500000,2196.859279
31.000000,5.500000,2283.285160
32.000000,5.500000,2371.249067
33.000000,5.500000,2460.750997
34.000000,5.500000,2551.790953
35.000000,5.500000,2648.409851
36.000000,5.500000,2750.960857
37.000000,5.500000,2855.203998
38.000000,5.500000,2961.139276
39.000000,5.500000,3074.300194
40.000000,5.500000,3191.323562
41.000000,5.500000,3310.193758
42.000000,5.500000,3437.017212
43.000000,5.500000,3569.857161
23.000000,6.000000,1649.881038
24.000000,6.000000,1724.255282
25.000000,6.000000,1800.211783
26.000000,6.000000,1877.750539
27.000000,6.000000,1956.871552
28.000000,6.000000,2037.574821
29.000000,6.000000,2119.860346
30.000000,6.000000,2204.398855
31.000000,6.000000,2290.929535
32.000000,6.000000,2378.998322
33.000000,6.000000,2468.605216
34.000000,6.000000,2559.750217
35.000000,6.000000,2657.206806
36.000000,6.000000,2759.862450
37.000000,6.000000,2864.209629
38.000000,6.000000,2970.248345
39.000000,6.000000,3084.119621
40.000000,6.000000,3201.201399
41.000000,6.000000,3320.127629
42.000000,6.000000,3447.898039
43.000000,6.000000,3580.923828
23.000000,6.500000,1656.104235
24.000000,6.500000,1730.655854
25.000000,6.500000,1806.791985
26.000000,6.500000,1884.512626
27.000000,6.500000,1963.817778
28.000000,6.500000,2044.707441
29.000000,6.500000,2127.181615
30.000000,6.500000,2211.951059
31.000000,6.500000,2298.584305
32.000000,6.500000,2386.755605
33.000000,6.500000,2476.464959
34.000000,6.500000,2567.712366
35.000000,6.500000,2666.002495
36.000000,6.500000,2768.762563
37.000000,6.500000,2873.213566
38.000000,6.500000,2979.355504
39.000000,6.500000,3093.919158
40.000000,6.500000,3211.058795
41.000000,6.500000,3330.040511
42.000000,6.500000,3458.795953
43.000000,6.500000,3592.008143
23.000000,7.000000,1662.338109
24.000000,7.000000,1737.067306
25.000000,7.000000,1813.383269
26.000000,7.000000,1891.285998
27.000000,7.000000,1970.775494
28.000000,7.000000,2051.851757
29.000000,7.000000,2134.514786
30.000000,7.000000,2219.514592
31.000000,7.000000,2306.250423
32.000000,7.000000,2394.524250
33.000000,7.000000,2484.336073
34.000000,7.000000,2575.685892
35.000000,7.000000,2674.810626
36.000000,7.000000,2777.675069
37.000000,7.000000,2882.229845
38.000000,7.000000,2988.474954
39.000000,7.000000,3103.731899
40.000000,7.000000,3220.929194
41.000000,7.000000,3339.966193
42.000000,7.000000,3469.708346
43.000000,7.000000,3603.106901
23.000000,7.500000,1668.684015
24.000000,7.500000,1743.633151
25.000000,7.500000,1820.173013
26.000000,7.500000,1898.303601
27.000000,7.500000,1978.024916
28.000000,7.500000,2059.336958
29.000000,7.500000,2142.239727
30.000000,7.500000,2227.428074
31.000000,7.500000,2314.253477
32.000000,7.500000,2402.615999
33.000000,7.500000,2492.515640
34.000000,7.500000,2583.952400
35.000000,7.500000,2683.866141
36.000000,7.500000,2786.760834
37.000000,7.500000,2891.342859
38.000000,7.500000,2998.187297
39.000000,7.500000,3113.544900
40.000000,7.500000,3230.789609
41.000000,7.500000,3349.930259
42.000000,7.500000,3480.638364
43.000000,7.500000,3614.223714
23.000000,8.000000,1675.041004
24.000000,8.000000,1750.210430
25.000000,8.000000,1826.974545
26.000000,8.000000,1905.333352
27.000000,8.000000,1985.286849
28.000000,8.000000,2066.835037
29.000000,8.000000,2149.977915
30.000000,8.000000,2235.354061
31.000000,8.000000,2322.268974
32.000000,8.000000,2410.720126
33.000000,8.000000,2500.707517
34.000000,8.000000,2592.231148
35.000000,8.000000,2692.934825
36.000000,8.000000,2795.859505
37.000000,8.000000,2900.468518
38.000000,8.000000,3007.913041
39.000000,8.000000,3123.371135
40.000000,8.000000,3240.663007
41.000000,8.000000,3359.907181
42.000000,8.000000,3491.582849
43.000000,8.000000,3625.354959
23.000000,8.500000,1681.429506
24.000000,8.500000,1756.827175
25.000000,8.500000,1833.823789
26.000000,8.500000,1912.419348
27.000000,8.500000,1992.613853
28.000000,8.500000,2074.407302
29.000000,8.500000,2157.843186
30.000000,8.500000,2243.352021
31.000000,8.500000,2330.398981
32.000000,8.500000,2418.982810
33.000000,8.500000,2509.103509
34.000000,8.500000,2601.237464
35.000000,8.500000,2702.226945
36.000000,8.500000,2805.166362
37.000000,8.500000,2909.787183
38.000000,8.500000,3017.905288
39.000000,8.500000,3133.505933
40.000000,8.500000,3250.939528
41.000000,8.500000,3371.206570
42.000000,8.500000,3502.981822
43.000000,8.500000,3636.849787
