weight_g,219.000000
thrust_N,velocity_m_s,power_W
41.000000,2.500000,858.013482
42.000000,2.500000,889.397763
43.000000,2.500000,921.094157
44.000000,2.500000,953.300016
45.000000,2.500000,986.015339
46.000000,2.500000,1019.240127
47.000000,2.500000,1052.974380
48.000000,2.500000,1087.218098
49.000000,2.500000,1121.971281
50.000000,2.500000,1157.109772
51.000000,2.500000,1192.120764
52.000000,2.500000,1227.600933
53.000000,2.500000,1263.561804
54.000000,2.500000,1300.003378
55.000000,2.500000,1336.925654
56.000000,2.500000,1374.328633
57.000000,2.500000,1412.212314
58.000000,2.500000,1450.460157
59.000000,2.500000,1488.654182
60.000000,2.500000,1527.288743
61.000000,2.500000,1566.382341
62.000000,2.500000,1605.934978
63.000000,2.500000,1645.946652
64.000000,2.500000,1686.417364
65.000000,2.500000,1727.347113
66.000000,2.500000,1768.252089
67.000000,2.500000,1809.335791
68.000000,2.500000,1850.855383
69.000000,2.500000,1892.810864
70.000000,2.500000,1935.202235
71.000000,2.500000,1978.029496
72.000000,2.500000,2021.292646
73.000000,2.500000,2064.741916
74.000000,2.500000,2108.408762
75.000000,2.500000,2152.498593
76.000000,2.500000,2197.011412
77.000000,2.500000,2241.947217
78.000000,2.500000,2287.306009
79.000000,2.500000,2333.087787
80.000000,2.500000,2379.173343
81.000000,2.500000,2425.629696
82.000000,2.500000,2472.504062
83.000000,2.500000,2519.796442
84.000000,2.500000,2567.506835
85.000000,2.500000,2615.635242
86.000000,2.500000,2663.973154
87.000000,2.500000,2712.217237
88.000000,2.500000,2760.859655
89.000000,2.500000,2809.900410
90.000000,2.500000,2859.339500
91.000000,2.500000,2909.176926
92.000000,2.500000,2959.412687
93.000000,2.500000,3010.046785
94.000000,2.500000,3061.079218
95.000000,2.500000,3112.509986
96.000000,2.500000,3164.339091
97.000000,2.500000,3216.566531
98.000000,2.500000,3269.220380
99.000000,2.500000,3322.497778
100.000000,2.500000,3376.225033
32.000000,3.000000,595.076714
33.000000,3.000000,622.652337
34.000000,3.000000,650.802305
35.000000,3.000000,679.526617
36.000000,3.000000,708.825273
37.000000,3.000000,738.698274
38.000000,3.000000,769.145619
39.000000,3.000000,800.167309
40.000000,3.000000,831.763343
41.000000,3.000000,863.869794
42.000000,3.000000,895.191871
43.000000,3.000000,927.024909
44.000000,3.000000,959.368907
45.000000,3.000000,992.223866
46.000000,3.000000,1025.589786
47.000000,3.000000,1059.466666
48.000000,3.000000,1093.854507
49.000000,3.000000,1128.753309
50.000000,3.000000,1163.913593
51.000000,3.000000,1199.081873
52.000000,3.000000,1234.733194
53.000000,3.000000,1270.867555
54.000000,3.000000,1307.484958
55.000000,3.000000,1344.585401
56.000000,3.000000,1382.168886
57.000000,3.000000,1420.235411
58.000000,3.000000,1458.550878
59.000000,3.000000,1496.887395
60.000000,3.000000,1535.684491
61.000000,3.000000,1574.942165
62.000000,3.000000,1614.660417
63.000000,3.000000,1654.839248
64.000000,3.000000,1695.478657
65.000000,3.000000,1736.578645
66.000000,3.000000,1777.500869
67.000000,3.000000,1818.761389
68.000000,3.000000,1860.459742
69.000000,3.000000,1902.595928
70.000000,3.000000,1945.169947
71.000000,3.000000,1988.181799
72.000000,3.000000,2031.631485
73.000000,3.000000,2075.145974
