weight_g,219.000000
thrust_N,velocity_m_s,power_W
38.000000,1.000000,1101.041945
39.000000,1.000000,1143.330439
40.000000,1.000000,1186.312619
41.000000,1.000000,1229.988483
42.000000,1.000000,1274.358033
43.000000,1.000000,1319.421267
44.000000,1.000000,1365.115957
45.000000,1.000000,1410.638396
46.000000,1.000000,1456.806881
47.000000,1.000000,1503.621412
48.000000,1.000000,1551.081988
49.000000,1.000000,1599.188610
50.000000,1.000000,1648.031504
51.000000,1.000000,1697.592361
52.000000,1.000000,1747.782136
53.000000,1.000000,1798.600828
54.000000,1.000000,1850.048437
55.000000,1.000000,1902.686626
56.000000,1.000000,1956.949084
57.000000,1.000000,2011.850918
58.000000,1.000000,2067.392128
59.000000,1.000000,2123.572715
60.000000,1.000000,2183.484467
61.000000,1.000000,2245.745886
62.000000,1.000000,2308.704727
63.000000,1.000000,2372.360990
64.000000,1.000000,2439.398368
65.000000,1.000000,2509.668823
66.000000,1.000000,2580.703937
67.000000,1.000000,2652.503710
68.000000,1.000000,2728.240824
69.000000,1.000000,2805.327786
70.000000,1.000000,2883.224501
25.000000,1.500000,602.757590
26.000000,1.500000,637.264408
27.000000,1.500000,672.619095
28.000000,1.500000,708.821651
29.000000,1.500000,745.872076
30.000000,1.500000,783.770369
31.000000,1.500000,822.516531
32.000000,1.500000,861.264996
33.000000,1.500000,900.190349
34.000000,1.500000,939.871020
35.000000,1.500000,980.307007
36.000000,1.500000,1021.498310
37.000000,1.500000,1063.444931
38.000000,1.500000,1106.010654
39.000000,1.500000,1148.389268
40.000000,1.500000,1191.462420
41.000000,1.500000,1235.230112
42.000000,1.500000,1279.692342
43.000000,1.500000,1324.849111
44.000000,1.500000,1370.558513
45.000000,1.500000,1416.267226
46.000000,1.500000,1462.624764
47.000000,1.500000,1509.631125
48.000000,1.500000,1557.286311
49.000000,1.500000,1605.590319
50.000000,1.500000,1654.565923
51.000000,1.500000,1704.210057
52.000000,1.500000,1754.483525
53.000000,1.500000,1805.386326
54.000000,1.500000,1856.918462
55.000000,1.500000,1909.830874
56.000000,1.500000,1964.151123
57.000000,1.500000,2019.110660
58.000000,1.500000,2074.709484
59.000000,1.500000,2130.947594
60.000000,1.500000,2191.522713
61.000000,1.500000,2253.826951
62.000000,1.500000,2316.828044
63.000000,1.500000,2380.525993
64.000000,1.500000,2448.223703
65.000000,1.500000,2518.486313
66.000000,1.500000,2589.512286
67.000000,1.500000,2661.488058
68.000000,1.500000,2737.541524
69.000000,1.500000,2814.674285
70.000000,1.500000,2892.616125
25.000000,2.000000,605.909522
26.000000,2.000000,640.586313
27.000000,2.000000,676.115236
28.000000,2.000000,712.496290
29.000000,2.000000,749.729475
30.000000,2.000000,787.814793
31.000000,2.000000,826.752241
32.000000,2.000000,865.504695
33.000000,2.000000,904.569238
34.000000,2.000000,944.391410
35.000000,2.000000,984.971209
36.000000,2.000000,1026.308636
37.000000,2.000000,1068.403692
38.000000,2.000000,1110.987458
39.000000,2.000000,1153.456311
40.000000,2.000000,1196.620556
41.000000,2.000000,1240.480194
42.000000,2.000000,1285.035223
43.000000,2.000000,1330.285644
44.000000,2.000000,1376.009148
45.000000,2.000000,1421.904433
46.000000,2.000000,1468.451325
47.000000,2.000000,1515.649824
48.000000,2.000000,1563.499929
49.000000,2.000000,1612.001641
50.000000,2.000000,1661.109604
51.000000,2.000000,1710.837084
52.000000,2.000000,1761.194313
53.000000,2.000000,1812.181293
54.000000,2.000000,1863.798022
55.000000,2.000000,1916.984667
56.000000,2.000000,1971.362718
57.000000,2.000000,2026.379967
58.000000,2.000000,2082.036412
59.000000,2.000000,2138.332054
60.000000,2.000000,2199.571160
61.000000,2.000000,2261.918162
62.000000,2.000000,2324.961451
63.000000,2.000000,2388.701029
64.000000,2.000000,2457.059807
65.000000,2.000000,2527.314443
66.000000,2.000000,2598.331143
67.000000,2.000000,2670.483012
68.000000,2.000000,2746.853090
69.000000,2.000000,2824.031576
70.000000,2.000000,2902.018471
25.000000,2.500000,609.121470
26.000000,2.500000,643.968717
27.000000,2.500000,679.672283
28.000000,2.500000,716.232168
29.000000,2.500000,753.648373
30.000000,2.500000,791.920897
31.000000,2.500000,831.049740
32.000000,2.500000,869.781216
33.000000,2.500000,908.982024
34.000000,2.500000,948.942669
35.000000,2.500000,989.663151
36.000000,2.500000,1031.143471
37.000000,2.500000,1073.383627
38.000000,2.500000,1115.958125
39.000000,2.500000,1158.518405
40.000000,2.500000,1201.774959
41.000000,2.500000,1245.727786
42.000000,2.500000,1290.376887
43.000000,2.500000,1335.722262
44.000000,2.500000,1381.508201
45.000000,2.500000,1427.594360
46.000000,2.500000,1474.334991
47.000000,2.500000,1521.730095
48.000000,2.500000,1569.779671
