weight_g,420.000000
thrust_N,velocity_m_s,power_W
67.000000,2.500000,1588.657406
68.000000,2.500000,1624.269778
69.000000,2.500000,1659.591986
70.000000,2.500000,1694.708250
71.000000,2.500000,1730.152010
72.000000,2.500000,1765.923266
73.000000,2.500000,1802.022018
74.000000,2.500000,1838.448266
75.000000,2.500000,1875.202011
76.000000,2.500000,1912.283251
77.000000,2.500000,1949.691988
78.000000,2.500000,1987.428221
79.000000,2.500000,2025.491949
80.000000,2.500000,2063.883174
81.000000,2.500000,2102.601895
82.000000,2.500000,2141.648112
83.000000,2.500000,2181.005162
84.000000,2.500000,2220.467516
85.000000,2.500000,2260.165394
86.000000,2.500000,2300.173805
87.000000,2.500000,2340.492749
88.000000,2.500000,2381.122226
89.000000,2.500000,2422.062236
90.000000,2.500000,2463.306932
91.000000,2.500000,2504.835638
92.000000,2.500000,2546.667701
93.000000,2.500000,2588.808512
94.000000,2.500000,2631.258073
95.000000,2.500000,2674.016382
96.000000,2.500000,2717.083440
97.000000,2.500000,2760.715909
98.000000,2.500000,2805.056439
99.000000,2.500000,2849.710484
100.000000,2.500000,2894.678045
33.000000,3.000000,571.839917
34.000000,3.000000,596.320827
35.000000,3.000000,621.264054
36.000000,3.000000,646.669598
37.000000,3.000000,672.537459
38.000000,3.000000,698.867637
39.000000,3.000000,725.660132
40.000000,3.000000,752.914945
41.000000,3.000000,780.632074
42.000000,3.000000,808.811520
43.000000,3.000000,837.107691
44.000000,3.000000,864.928976
45.000000,3.000000,893.158332
46.000000,3.000000,921.795757
47.000000,3.000000,950.841254
48.000000,3.000000,980.294820
49.000000,3.000000,1010.156457
50.000000,3.000000,1040.426164
51.000000,3.000000,1071.103941
52.000000,3.000000,1102.093524
53.000000,3.000000,1132.749137
54.000000,3.000000,1163.782188
55.000000,3.000000,1195.192675
56.000000,3.000000,1226.980599
57.000000,3.000000,1259.145961
58.000000,3.000000,1291.688760
59.000000,3.000000,1324.608996
60.000000,3.000000,1357.906669
61.000000,3.000000,1391.302519
62.000000,3.000000,1424.924893
63.000000,3.000000,1458.911283
64.000000,3.000000,1493.261691
65.000000,3.000000,1527.976115
66.000000,3.000000,1563.054557
67.000000,3.000000,1598.497016
68.000000,3.000000,1634.303492
69.000000,3.000000,1669.463235
70.000000,3.000000,1704.727597
71.000000,3.000000,1740.320529
72.000000,3.000000,1776.242028
73.000000,3.000000,1812.492096
74.000000,3.000000,1849.070733
75.000000,3.000000,1885.977937
76.000000,3.000000,1923.213711
77.000000,3.000000,1960.778052
78.000000,3.000000,1998.670963
79.000000,3.000000,2036.892441
80.000000,3.000000,2075.442488
81.000000,3.000000,2114.321103
82.000000,3.000000,2153.528287
83.000000,3.000000,2193.030357
84.000000,3.000000,2232.570205
85.000000,3.000000,2272.421727
86.000000,3.000000,2312.584923
87.000000,3.000000,2353.059794
88.000000,3.000000,2393.846338
89.000000,3.000000,2434.944557
90.000000,3.000000,2476.342643
91.000000,3.000000,2518.019469
92.000000,3.000000,2560.005915
93.000000,3.000000,2602.301981
94.000000,3.000000,2644.907668
95.000000,3.000000,2687.822975
96.000000,3.000000,2731.047902
97.000000,3.000000,2775.025495
98.000000,3.000000,2819.472356
99.000000,3.000000,2864.233159
100.000000,3.000000,2909.307905
33.000000,3.500000,576.600514
34.000000,3.500000,601.244623
35.000000,3.500000,626.353872
36.000000,3.500000,651.928261
37.000000,3.500000,677.967789
38.000000,3.500000,704.472456
39.000000,3.500000,731.442263
40.000000,3.500000,758.877210
41.000000,3.500000,786.777296
42.000000,3.500000,815.142521
43.000000,3.500000,843.337571
44.000000,3.500000,871.325163
45.000000,3.500000,899.722959
46.000000,3.500000,928.530957
47.000000,3.500000,957.749159
48.000000,3.500000,987.377564
49.000000,3.500000,1017.416172
50.000000,3.500000,1047.864983
51.000000,3.500000,1078.723998
52.000000,3.500000,1109.686093
53.000000,3.500000,1140.507207
54.000000,3.500000,1171.707656
55.000000,3.500000,1203.287439
56.000000,3.500000,1235.246556
57.000000,3.500000,1267.585009
58.000000,3.500000,1300.302796
59.000000,3.500000,1333.399918
60.000000,3.500000,1366.833284
61.000000,3.500000,1400.326121
62.000000,3.500000,1434.115517
63.000000,3.500000,1468.270552
64.000000,3.500000,1502.791227
65.000000,3.500000,1537.677541
66.000000,3.500000,1572.929495
67.000000,3.500000,1608.547089
68.000000,3.500000,1644.292985
69.000000,3.500000,1679.494785
70.000000,3.500000,1714.913800
71.000000,3.500000,1750.662520
72.000000,3.500000,1786.740944
73.000000,3.500000,1823.149073
74.000000,3.500000,1859.886905
75.000000,3.500000,1896.954443
76.000000,3.500000,1934.350334
77.000000,3.500000,1972.075600
78.000000,3.500000,2010.130527
79.000000,3.500000,2048.515116
80.000000,3.500000,2087.229367
81.000000,3.500000,2126.273280
82.000000,3.500000,2165.646854
83.000000,3.500000,2205.209961
84.000000,3.500000,2244.899870
85.000000,3.500000,2284.902492
86.000000,3.500000,2325.217828
87.000000,3.500000,2365.845876
88.000000,3.500000,2406.786638
89.000000,3.500000,2448.040112
90.000000,3.500000,2489.573703
91.000000,3.500000,2531.399192
92.000000,3.500000,2573.535062
93.000000,3.500000,2615.981314
94.000000,3.500000,2658.737947
95.000000,3.500000,2701.804961
96.000000,3.500000,2745.278026
97.000000,3.500000,2789.438629
98.000000,3.500000,2833.991251
99.000000,3.500000,2878.858186
100.000000,3.500000,2924.039433
33.000000,4.000000,581.376751
34.000000,4.000000,606.184584
35.000000,4.000000,631.460388
36.000000,4.000000,657.204163
37.000000,4.000000,683.415907
38.000000,4.000000,710.095623
39.000000,4.000000,737.243309
40.000000,4.000000,764.858965
41.000000,4.000000,792.942592
42.000000,4.000000,821.494190
43.000000,4.000000,849.585626
44.000000,4.000000,877.739965
45.000000,4.000000,906.306646
46.000000,4.000000,935.285668
47.000000,4.000000,964.677031
48.000000,4.000000,994.480736
49.000000,4.000000,1024.696782
50.000000,4.000000,1055.325169
51.000000,4.000000,1086.365898
52.000000,4.000000,1117.298869
53.000000,4.000000,1148.285934
54.000000,4.000000,1179.654237
55.000000,4.000000,1211.403777
56.000000,4.000000,1243.534553
57.000000,4.000000,1276.046567
58.000000,4.000000,1308.939817
59.000000,4.000000,1342.214304
60.000000,4.000000,1375.783440
61.000000,4.000000,1409.373015
62.000000,4.000000,1443.329856
63.000000,4.000000,1477.653962
64.000000,4.000000,1512.345334
65.000000,4.000000,1547.403972
66.000000,4.000000,1582.829875
67.000000,4.000000,1618.623045
68.000000,4.000000,1654.306642
69.000000,4.000000,1689.549765
70.000000,4.000000,1725.123730
71.000000,4.000000,1761.028538
72.000000,4.000000,1797.264187
73.000000,4.000000,1833.830679
74.000000,4.000000,1870.728013
75.000000,4.000000,1907.956190
76.000000,4.000000,1945.512495
77.000000,4.000000,1983.398981
78.000000,4.000000,2021.616224
79.000000,4.000000,2060.164223
80.000000,4.000000,2099.042979
81.000000,4.000000,2138.252491
82.000000,4.000000,2177.792760
83.000000,4.000000,2217.415141
84.000000,4.000000,2257.255431
85.000000,4.000000,2297.409475
86.000000,4.000000,2337.877272
87.000000,4.000000,2378.658822
88.000000,4.000000,2419.754126
89.000000,4.000000,2461.163183
90.000000,4.000000,2502.832251
91.000000,4.000000,2544.806626
92.000000,4.000000,2587.092143
93.000000,4.000000,2629.688804
94.000000,4.000000,2672.596608
95.000000,4.000000,2715.815555
96.000000,4.000000,2759.537089
97.000000,4.000000,2803.880939
98.000000,4.000000,2848.539473
99.000000,4.000000,2893.512689
100.000000,4.000000,2938.800589
33.000000,4.500000,586.255297
34.000000,4.500000,611.225650
35.000000,4.500000,636.666594
36.000000,4.500000,662.578132
37.000000,4.500000,688.960261
38.000000,4.500000,715.812983
39.000000,4.500000,743.136297
40.000000,4.500000,770.930204
41.000000,4.500000,799.194703
42.000000,4.500000,827.823592
43.000000,4.500000,855.907386
44.000000,4.500000,884.230002
45.000000,4.500000,912.967108
46.000000,4.500000,942.118705
47.000000,4.500000,971.684793
48.000000,4.500000,1001.665373
49.000000,4.500000,1032.060443
50.000000,4.500000,1062.870004
51.000000,4.500000,1094.050781
52.000000,4.500000,1124.988053
53.000000,4.500000,1156.144114
54.000000,4.500000,1187.683370
55.000000,4.500000,1219.605821
56.000000,4.500000,1251.911468
57.000000,4.500000,1284.600310
58.000000,4.500000,1317.672347
