weight_g,219.000000
thrust_N,velocity_m_s,power_W
42.000000,1.000000,866.421327
43.000000,1.000000,896.854662
44.000000,1.000000,927.764727
45.000000,1.000000,959.151522
46.000000,1.000000,991.015047
47.000000,1.000000,1023.355303
48.000000,1.000000,1056.172288
49.000000,1.000000,1089.466003
50.000000,1.000000,1123.236448
51.000000,1.000000,1157.139527
52.000000,1.000000,1191.236000
53.000000,1.000000,1225.786700
54.000000,1.000000,1260.791628
55.000000,1.000000,1296.250783
56.000000,1.000000,1332.164166
57.000000,1.000000,1368.531777
58.000000,1.000000,1405.353616
59.000000,1.000000,1442.629682
60.000000,1.000000,1480.359976
61.000000,1.000000,1518.544498
62.000000,1.000000,1557.183247
63.000000,1.000000,1596.276224
64.000000,1.000000,1635.823429
65.000000,1.000000,1675.824861
66.000000,1.000000,1715.817707
67.000000,1.000000,1755.202999
68.000000,1.000000,1794.997979
69.000000,1.000000,1835.202645
70.000000,1.000000,1875.816998
71.000000,1.000000,1916.841039
72.000000,1.000000,1958.274767
73.000000,1.000000,1999.905660
74.000000,1.000000,2041.309215
75.000000,1.000000,2083.099871
76.000000,1.000000,2125.277628
77.000000,1.000000,2167.842485
78.000000,1.000000,2210.794443
79.000000,1.000000,2254.133502
80.000000,1.000000,2297.859662
81.000000,1.000000,2341.972923
82.000000,1.000000,2386.473284
83.000000,1.000000,2431.360746
84.000000,1.000000,2476.635309
85.000000,1.000000,2522.296972
86.000000,1.000000,2568.345737
87.000000,1.000000,2614.781602
88.000000,1.000000,2661.604568
89.000000,1.000000,2708.814634
90.000000,1.000000,2756.411802
91.000000,1.000000,2804.396070
92.000000,1.000000,2852.767439
93.000000,1.000000,2901.525909
94.000000,1.000000,2950.671479
95.000000,1.000000,3000.204150
96.000000,1.000000,3050.123922
97.000000,1.000000,3100.430795
98.000000,1.000000,3150.924438
99.000000,1.000000,3200.030944
100.000000,1.000000,3249.483024
33.000000,1.500000,602.284857
34.000000,1.500000,629.761976
35.000000,1.500000,657.806421
36.000000,1.500000,686.418191
37.000000,1.500000,715.597287
38.000000,1.500000,745.343708
39.000000,1.500000,775.657454
40.000000,1.500000,806.538526
41.000000,1.500000,837.986924
42.000000,1.500000,869.257199
43.000000,1.500000,899.782739
44.000000,1.500000,930.786870
45.000000,1.500000,962.269590
46.000000,1.500000,994.230901
47.000000,1.500000,1026.670801
48.000000,1.500000,1059.589292
49.000000,1.500000,1092.986372
50.000000,1.500000,1126.862042
51.000000,1.500000,1160.783990
52.000000,1.500000,1194.955050
53.000000,1.500000,1229.581075
54.000000,1.500000,1264.662065
55.000000,1.500000,1300.198020
56.000000,1.500000,1336.188940
57.000000,1.500000,1372.634825
58.000000,1.500000,1409.535674
59.000000,1.500000,1446.891489
60.000000,1.500000,1484.702269
61.000000,1.500000,1522.968013
62.000000,1.500000,1561.688723
63.000000,1.500000,1600.864397
64.000000,1.500000,1640.495036
65.000000,1.500000,1680.580641
66.000000,1.500000,1720.500725
67.000000,1.500000,1759.992829
68.000000,1.500000,1799.896164
69.000000,1.500000,1840.210729
70.000000,1.500000,1880.936525
71.000000,1.500000,1922.073552
72.000000,1.500000,1963.621809
73.000000,1.500000,2005.244289
74.000000,1.500000,2046.721731
75.000000,1.500000,2088.586762
76.000000,1.500000,2130.839381
77.000000,1.500000,2173.479589
78.000000,1.500000,2216.507386
79.000000,1.500000,2259.922771
80.000000,1.500000,2303.725746
81.000000,1.500000,2347.916308
82.000000,1.500000,2392.494460
83.000000,1.500000,2437.460200
84.000000,1.500000,2482.813528
85.000000,1.500000,2528.554446
86.000000,1.500000,2574.682952
87.000000,1.500000,2621.199046
88.000000,1.500000,2668.102730
89.000000,1.500000,2715.394001
90.000000,1.500000,2763.072862
91.000000,1.500000,2811.139311
92.000000,1.500000,2859.593349
93.000000,1.500000,2908.434976
94.000000,1.500000,2957.664191
95.000000,1.500000,3007.280995
96.000000,1.500000,3057.285387
97.000000,1.500000,3107.677368
98.000000,1.500000,3158.002174
99.000000,1.500000,3207.221244
100.000000,1.500000,3256.787121
33.000000,2.000000,604.571431
34.000000,2.000000,632.124690
35.000000,2.000000,660.246505
36.000000,2.000000,688.936876
37.000000,2.000000,718.195802
38.000000,2.000000,748.023285
39.000000,2.000000,778.419324
40.000000,2.000000,809.383919
41.000000,2.000000,840.917071
42.000000,2.000000,872.094421
43.000000,2.000000,902.712337
44.000000,2.000000,933.810705
45.000000,2.000000,965.389527
46.000000,2.000000,997.448803
47.000000,2.000000,1029.988531
48.000000,2.000000,1063.008713
49.000000,2.000000,1096.509348
50.000000,2.000000,1130.490437
51.000000,2.000000,1164.431000
52.000000,2.000000,1198.676692
53.000000,2.000000,1233.378086
54.000000,2.000000,1268.535182
55.000000,2.000000,1304.147981
56.000000,2.000000,1340.216483
57.000000,2.000000,1376.740687
58.000000,2.000000,1413.720594
59.000000,2.000000,1451.156203
60.000000,2.000000,1489.047515
61.000000,2.000000,1527.394529
62.000000,2.000000,1566.197247
63.000000,2.000000,1605.455666
64.000000,2.000000,1645.169788
65.000000,2.000000,1685.339613
66.000000,2.000000,1725.186219
67.000000,2.000000,1764.785334
68.000000,2.000000,1804.797225
69.000000,2.000000,1845.221893
70.000000,2.000000,1886.059338
71.000000,2.000000,1927.309559
72.000000,2.000000,1968.972557
73.000000,2.000000,2010.586258
74.000000,2.000000,2052.137624
75.000000,2.000000,2094.077067
76.000000,2.000000,2136.404586
77.000000,2.000000,2179.120182
78.000000,2.000000,2222.223855
79.000000,2.000000,2265.715604
80.000000,2.000000,2309.595431
81.000000,2.000000,2353.863334
82.000000,2.000000,2398.519313
83.000000,2.000000,2443.563370
84.000000,2.000000,2488.995503
85.000000,2.000000,2534.815713
86.000000,2.000000,2581.023999
87.000000,2.000000,2627.620363
88.000000,2.000000,2674.604803
89.000000,2.000000,2721.977320
90.000000,2.000000,2769.737913
91.000000,2.000000,2817.886584
92.000000,2.000000,2866.423331
93.000000,2.000000,2915.348154
94.000000,2.000000,2964.661055
95.000000,2.000000,3014.362032
96.000000,2.000000,3064.451086
97.000000,2.000000,3114.928217
98.000000,2.000000,3165.083117
99.000000,2.000000,3214.414963
100.000000,2.000000,3264.094850
33.000000,2.500000,606.947550
34.000000,2.500000,634.570147
35.000000,2.500000,662.762246
36.000000,2.500000,691.523848
37.000000,2.500000,720.854953
38.000000,2.500000,750.755561
39.000000,2.500000,781.225672
40.000000,2.500000,812.265285
41.000000,2.500000,843.874402
42.000000,2.500000,874.958880
43.000000,2.500000,905.668016
44.000000,2.500000,936.859431
45.000000,2.500000,968.533124
46.000000,2.500000,1000.689095
47.000000,2.500000,1033.327345
48.000000,2.500000,1066.447874
49.000000,2.500000,1100.050681
50.000000,2.500000,1134.135767
51.000000,2.500000,1168.082422
52.000000,2.500000,1202.402821
53.000000,2.500000,1237.179661
54.000000,2.500000,1272.412941
55.000000,2.500000,1308.102663
56.000000,2.500000,1344.248825
57.000000,2.500000,1380.851428
58.000000,2.500000,1417.910472
59.000000,2.500000,1455.425957
60.000000,2.500000,1493.397882
61.000000,2.500000,1531.826249
62.000000,2.500000,1570.711056
63.000000,2.500000,1610.052304
64.000000,2.500000,1649.849992
65.000000,2.500000,1690.104122
66.000000,2.500000,1729.889953
67.000000,2.500000,1769.597104
68.000000,2.500000,1809.718592
69.000000,2.500000,1850.254416
70.000000,2.500000,1891.204576
71.000000,2.500000,1932.569073
72.000000,2.500000,1974.347906
73.000000,2.500000,2015.933537
74.000000,2.500000,2057.558885
75.000000,2.500000,2099.572798
76.000000,2.500000,2141.975277
77.000000,2.500000,2184.766320
78.000000,2.500000,2227.945928
79.000000,2.500000,2271.514102
80.000000,2.500000,2315.470840
81.000000,2.500000,2359.816144
82.000000,2.500000,2404.550013
83.000000,2.500000,2449.672447
84.000000,2.500000,2495.183446
85.000000,2.500000,2541.083010
86.000000,2.500000,2587.371140
87.000000,2.500000,2634.047834
88.000000,2.500000,2681.113093
89.000000,2.500000,2728.566918
90.000000,2.500000,2776.409308
91.000000,2.500000,2824.640262
92.000000,2.500000,2873.259782
93.000000,2.500000,2922.267867
94.000000,2.500000,2971.664518
