Thrust (N),0.0 m/s,2.0 m/s,4.0 m/s,6.0 m/s,8.0 m/s,10.0 m/s,12.0 m/s,14.0 m/s,16.0 m/s,18.0 m/s,20.0 m/s,22.0 m/s,24.0 m/s,26.0 m/s,28.0 m/s,30.0 m/s,32.0 m/s,34.0 m/s,36.0 m/s,38.0 m/s,40.0 m/s,42.0 m/s,44.0 m/s,46.0 m/s,48.0 m/s,50.0 m/s,52.0 m/s,54.0 m/s,56.0 m/s,58.0 m/s,60.0 m/s,62.0 m/s,64.0 m/s,66.0 m/s,68.0 m/s,70.0 m/s,72.0 m/s,74.0 m/s,76.0 m/s,78.0 m/s,80.0 m/s,82.0 m/s,84.0 m/s,86.0 m/s,88.0 m/s,90.0 m/s,92.0 m/s,94.0 m/s,96.0 m/s,98.0 m/s,100.0 m/s,102.0 m/s,104.0 m/s,106.0 m/s,108.0 m/s,110.0 m/s,112.0 m/s,114.0 m/s,116.0 m/s,118.0 m/s,120.0 m/s,122.0 m/s,124.0 m/s,126.0 m/s,128.0 m/s,130.0 m/s,132.0 m/s,134.0 m/s,136.0 m/s,138.0 m/s,140.0 m/s,142.0 m/s,144.0 m/s,146.0 m/s,148.0 m/s,150.0 m/s,152.0 m/s,154.0 m/s,156.0 m/s,158.0 m/s,160.0 m/s,162.0 m/s,164.0 m/s,166.0 m/s,168.0 m/s,170.0 m/s,172.0 m/s,174.0 m/s,176.0 m/s,178.0 m/s,180.0 m/s
160.694,2960.5598060508573,3031.1333993287185,3103.1838822460218,3179.5218136787253,3257.6764381671815,3337.9120386308214,3420.724919315796,3505.7995805051196,3592.7140961442246,3683.320614342866,3775.3799750339604,3870.2732374667144,3967.66394247805,4067.2040679601964,4169.261673037124,4278.720993498363,4388.04664842305,4496.7170259255045,4606.690796450474,4717.56582659222,4833.221128303214,4953.211897574703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.477,2927.9721907141598,2998.3361415603144,3070.092540255212,3145.258084197431,3223.139849890765,3302.5229634993334,3384.831930421419,3469.4153326897094,3555.8779467919067,3645.3588420937963,3737.132176820813,3830.8340570029927,3927.730221941626,4026.4394912039,4127.582711762725,4235.904688212903,4346.4114691345485,4454.967616914364,4564.212234542087,4674.306111945956,4786.840897476516,4905.250722964979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.259,2895.4192927249915,2965.5119345250496,3037.0717311413678,3110.9662004601937,3188.594968132633,3267.683876311911,3349.1796933585665,3433.0361804513645,3519.01152944505,3607.365876934086,3698.852950671582,3791.5586577632876,3887.816921248197,3985.814784563472,4086.061042616967,4193.026293521227,4304.742078523705,4413.183902719154,4521.736647435764,4631.142874878472,4742.909062009392,4857.25013900882,4978.3078822636035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.042,2863.263359265355,2932.7146767566455,3004.078032708242,3077.417183670916,3154.1190940444862,3232.917768892635,3313.556727426308,3396.730030246712,3482.2827691319676,3570.0988777888824,3660.6051524584345,3753.015277137203,3848.056929146613,3945.5424008892987,4044.9470412615133,4150.0441446044815,4261.656105900217,4371.434493708013,4479.618748985873,4588.083163563128,4699.020676117213,4811.871153819494,4929.770528582193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.825,2831.107425805718,2899.917952682989,2971.084334275115,3044.204583788555,3119.6432199563387,3198.1549107245637,3278.3221151973516,3360.8539859890216,3445.668548702041,3532.9991433413607,3622.3573542452864,3714.4718965111183,3808.2969370450282,3905.2700172151244,4003.8330399060583,4107.061995687736,4218.383654618835,4329.685084696872,4437.83976585268,4545.200379076034,4655.453258440974,4767.331575146699,4881.233174900782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.607,2798.9316021404543,2867.305878031728,2938.0635251612716,3010.9646933557574,3085.594845490661,3163.4214028786273,3243.2973379659816,3324.9484626481294,3409.0242426349496,3495.8937893889884,3584.439234460467,3675.8968450710436,3769.218474697315,3865.116565851856,3963.1349914212956,4064.535569696445,4174.959801161262,4287.323730619261,4396.02645323458,4502.28235811853,4611.850041736243,4722.908002826475,4835.595504393861,4953.706510013476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.39,2766.971072523765,2834.7205784828075,2905.069826728145,2977.752093473396,3052.1764435633713,3128.716411870002,3208.3013167093495,3289.2645977048237,3372.76897375851,3459.0173594202333,3547.0588922501565,3637.3534644449587,3730.360084186002,3825.0189297769807,3922.5165165523736,4022.1404246052434,4131.486224517411,4243.581027763157,4354.247470101387,4460.035299069575,4568.462063248679,4678.680640891107,4790.246767940368,4905.365581067326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.172,2734.98428117362,2802.1085038315464,2872.0274419604057,2944.5122030405987,3018.7305819796097,3094.167461602953,3173.322921172568,3253.990531451585,3336.601418005863,3422.1106283586537,3509.6478348860173,3598.8060755084402,3691.469764019381,3785.2301509685685,3881.943206237632,3980.514488471467,4088.140515869934,4199.801265562733,4312.434157483287,4417.789292672453,4525.105529177591,4634.5874420984655,4745.315954852409,4859.302736921251,4977.842605587215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.955,2703.023751556931,2769.6138393906244,2839.0082753484407,2911.299603158239,2985.3121800523213,3060.526949063922,3138.387639608253,3218.7454258438747,3300.463556469761,3385.4261074674673,3472.4342097944536,3561.1354991999397,3652.6113735080685,3746.0394692442314,3841.500641753268,3939.532149190381,4045.2584550680585,4155.811473384418,4268.934528978196,4375.577971009646,4482.068639335028,4590.583689809832,4700.422030773553,4813.277711202227,4928.036017688437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.738,2670.944682268932,2737.1254454406762,2805.989108736475,2877.9085890536485,2951.8937781250315,3026.8864365248905,3103.452358043937,3183.5213790705516,3264.9526584441755,3349.028955349396,3435.278583758493,3523.4649228914377,3613.7529829967557,3706.848787519893,3801.0580772689036,3898.556068729978,4002.376394266182,4111.821681206101,4224.705818767787,4333.366649346838,4439.423240500608,4546.774414970171,4655.857120840933,4767.668503983607,4880.621692362192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.52,2638.8268568511694,2704.61035601501,2772.9331675155167,2844.3980615522096,2918.44791654127,2993.2182818227216,3069.443004786195,3148.292333734691,3229.420734911394,3312.6018959576045,3398.117186687176,3485.8488460161198,3575.4308956086124,3667.6259030989872,3761.472181038035,3857.717074028058,3959.9495433551765,4068.2321425623786,4180.304903832527,4290.6843482115055,4396.7428002538345,4502.929142369756,4611.258717102096,4722.190556127805,4833.985459100257,4950.065505207603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.303,2606.7354007481995,2672.082869429372,2739.9022330935422,2810.9150467991294,2884.792353628266,2959.5777692836896,3035.566075995554,3113.092212081372,3193.9230359198677,3276.6225154891436,3361.44382462934,3448.4043816169615,3537.4509040724265,3628.4352213746492,3721.9426532230523,3816.9116088784376,3917.586250610589,4024.8384556995356,4135.768972229997,4246.398937464312,4354.097401419414,4459.753499324142,4566.883155416985,4676.920894433684,4787.546660987958,4902.325114592309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.086,2574.416874916302,2639.5489178633607,2706.871298671568,2777.3469058699934,2850.844540600555,2925.937256744659,3001.6891472049133,3078.3885850193856,3158.449776052354,3240.864385627398,3324.770462571505,3410.959917217804,3499.474082783476,3589.4870132951473,3682.4131254080708,3776.643756162599,3875.3306947714173,3981.6683397969687,4091.3513002466498,4202.11352671712,4311.452002584996,4416.623257250166,4522.570550851204,4631.814390642308,4741.536695775656,4855.112976499416,4972.913690962719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.868,2542.0114264511312,2606.9882333872697,2673.8485847269035,2743.7099769544056,2816.86883290314,2892.0873240611727,2967.7843819896284,3043.9507058681934,3122.9473680666247,3205.076873571845,3288.2761998411374,3373.828269701751,3461.6906432508868,3551.148378867943,3642.8511164691645,3736.7236399826575,3833.1169501933414,3938.7622744270584,4047.380023302215,4157.546315467128,4267.586430891148,4373.457575371691,4478.557267988282,4586.744871325587,4695.521886005902,4807.862044537916,4921.688793943358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.651,2509.632583444471,2574.3764307713222,2640.862254182487,2710.1006645650223,2782.795224617415,2857.655816156094,2933.9074531989877,3009.541100837816,3087.658638502999,3169.3311074404874,3252.245867738041,3336.8690096464525,3423.938224604614,3512.8412211520917,3603.3215886541825,3696.8362989391535,3791.1568284533214,3895.9092234140917,4003.444847570379,4113.003416116262,4223.32262245907,4330.327333297715,4434.927778860909,4541.8889496672555,4649.8481060821505,4761.142878901532,4873.844221312362,4989.47325735091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.433,2477.2271349793,2541.7165170054004,2607.848819011492,2676.565701181576,2748.569268785462,2823.196016132768,2900.0026879837033,2975.103221686624,3052.6792487772464,3133.5580168006068,3216.185929774546,3299.8814919210563,3386.3338544169223,3474.654955971251,3564.5749596586675,3656.9161827592125,3750.8587757499413,3853.1889164414174,3959.95967285083,4068.6315687347187,4178.928363146819,4286.872664593401,4391.262439701385,4497.04217902039,4604.1367963474495,4714.483899992668,4825.960335145924,4940.889754567647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.216,2444.8482919726403,2509.0834176185977,2574.935821110227,2643.1019935224786,2714.3714130814515,2788.6412402855553,2865.0790773117965,2940.6936166562464,3017.728577762271,3097.8300363916132,3180.1561337930843,3263.569215406623,3349.0697128331926,3436.5767168789685,3525.9348140279662,3617.0288417157094,3710.593808475711,3810.5036836124,3916.5514862222503,4024.381595081103,4134.466041475762,4242.771575554474,4347.632950574012,4452.8733025764095,4558.692249042701,4668.096378009218,4778.3881289356905,4892.346139717706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.999,2412.4694489659796,2476.4503182317944,2542.0457202504194,2609.63828586338,2680.316809976668,2753.8319740046045,2830.155383583744,2906.284011625868,2982.7779067472948,3062.343716880855,3144.1267750949924,3227.2569388921884,3311.805571249462,3398.5178418537917,3487.3704429965915,3577.653955594175,3670.3288412014795,3768.544759903501,3873.2590093926465,3980.2485231936394,4089.986604946007,4198.666956356077,4304.003461446639,4408.704426132428,4513.270531721725,4621.813935272118,4731.139019363862,4843.802524867764,4959.0079995244705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.781,2380.89482442117,2443.790404465873,2509.1285938352635,2576.3688968531837,2646.3381479849354,2718.994105204114,2795.1335929936135,2871.1161829161233,2947.7985170215434,3026.8282385208695,3108.067811336344,3190.9119493098156,3274.956183877439,3360.8997857024624,3448.929186233301,3538.6287914287427,3630.0307884981003,3726.788612498153,3830.0023287110594,3936.2227620360027,4045.411561406804,4154.412435174533,4260.167468183572,4364.499256445683,4468.301316450605,4575.627693004936,4683.967482244368,4795.278038209329,4909.761629138378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.564,2349.865355308938,2411.1573050790694,2476.238492975456,2543.216378371491,2612.3873830884336,2684.3466327538094,2759.7046434633457,2835.8144348798396,2912.847846006567,2991.341919010111,3072.0520435275034,3154.5881796483286,3238.343160492401,3323.3126146547047,3410.5194904361542,3499.6378327672637,3589.9945172927983,3685.0667476440394,3787.0780850338497,3892.2664258993595,4000.873114783478,4110.194247754221,4216.350253416758,4320.330380001701,4423.570798634823,4529.598754521647,4637.058930575267,4747.333643034545,4860.555690911879,4975.601011533911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.347,2318.8358861967063,2379.419575850114,2443.3483921156494,2510.063859889799,2578.7689872047536,2649.8934756839008,2724.275693933079,2800.512686843557,2877.4289592704777,2955.8555994993535,3036.0401971300557,3118.2644099868426,3201.7301371073636,3285.974155490052,3372.468703954994,3460.8764356829206,3550.629323213136,3643.3448827899274,3744.82775584602,3848.465295483583,3956.267279953896,4065.56367664649,4172.519127755601,4276.543947372657,4378.840280819043,4483.817991835793,4590.203957758614,4699.393614221901,4811.349752685381,4925.6131955223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.129,2287.8091453106276,2348.12132124915,2410.4312657004925,2476.884100226116,2545.314058199047,2615.412008706785,2688.964154602932,2764.7602393534844,2841.708582807584,2920.340121139367,2999.998760061779,3081.8071458498775,3165.066147112622,3249.0115352994976,3334.5221343046865,3422.0831886420565,3511.231783041378,3602.0018567054467,3702.542709871675,3804.628173999263,3911.623444260794,4020.772773058647,4128.643698839096,4233.047966446026,4334.07300826389,4438.447064146329,4543.512239167823,4651.752867078696,4762.568071918167,4875.584304887835,4991.297606319333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.912,2256.8513513266103,2316.8487630805353,2378.4777579903016,2443.7315817444246,2511.886596294331,2581.3717586840935,2653.999428539121,2729.0309410595055,2806.017533418963,2884.591709161409,2963.9869136643315,3045.275248326642,3128.431224945323,3212.0792620877537,3296.6657175834916,3383.535593062137,3472.0332432669406,3562.200090633737,3660.2923806838457,3761.702225682465,3867.1567169746936,3975.7541613203402,4084.4323586262026,4189.607311931565,4289.5483770194105,4393.113386808006,4496.905980708642,4604.151233849404,4713.965498584591,4825.596488876224,4940.543639504674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.694,2225.8681195496724,2285.5838994221185,2346.9333632812536,2410.5518220807417,2478.431667288625,2547.6380218565314,2619.005972215601,2693.3603912144868,2770.0038846054204,2848.4616647486796,2927.945476596055,3008.7133328103714,3091.676589779695,3175.0965295984356,3259.378915339299,3345.2396449132693,3432.869082889618,3522.4102159672366,3618.0073347095013,3718.8444906806426,3822.7029886141704,3930.469273963591,4039.4830240922975,4146.193271778526,4245.645938805524,4347.742459118542,4450.914760040263,4556.745026297669,4665.569266852761,4775.864489982108,4889.747968526649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.477,2195.055047567614,2254.3836081697227,2315.4148670900304,2378.3418769843074,2445.004205383909,2513.931981036218,2584.4818032178123,2658.099007989363,2733.960438042702,2812.361283755009,2891.8213602103037,2972.1814352871356,3054.6429612708366,3138.134405395126,3222.122726233239,3306.9751384295496,3393.8170853002343,3482.7553696827213,3576.2995244908025,3676.021942653372,3778.7679582868295,3885.284124389282,3994.448297439946,4102.814875336616,4201.779545286395,4302.408781780219,4404.9612989947655,4509.400109383767,4617.311871584823,4726.484103802358,4838.994001711991,4955.223758069232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.26,2164.977520873654,2223.1833169173265,2283.93359378013,2346.5720009230395,2411.5767434791924,2480.225940215904,2550.482312740404,2622.8376247642386,2697.9442437434095,2776.0697830714075,2855.3082908744864,2935.6495377638994,3017.6093327619774,3101.1722811918157,3184.851774423451,3269.252598488234,3355.18498742903,3443.232760379343,3534.9946892705957,3633.1993946261005,3735.337085425404,3840.2279532354364,3948.5242232419546,4057.8720825013206,4158.0085881218565,4257.897939138078,4359.007837949266,4462.619652228722,4569.220205145844,4677.264873490549,4788.381815608239,4903.630420841125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.042,2134.875279695969,2192.186182998442,2252.4621126518236,2314.776019786948,2379.034373734391,2446.4922033883427,2516.454885130311,2587.890863304006,2662.343128983936,2739.6488614270847,2818.765219016619,2899.077722358284,2980.545273991402,3063.6509528342394,3147.5285988773185,3231.619978616578,3316.5211458455246,3403.6776756369322,3493.6935483502416,3590.556564921159,3691.870525733362,3795.2421740852124,3902.5624135680414,4012.783711176161,4114.205703303788,4213.39673455488,4313.016617280888,4415.9407050589525,4521.181812089757,4628.191762077175,4738.198548347356,4851.994689745125,4967.870058892034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.825,2104.7977530020094,2161.873470555416,2221.0164701779736,2283.045427002086,2347.0012020413888,2412.786162568029,2482.4553946529027,2553.6024121393048,2626.771243382721,2703.2578420172813,2782.1374035543117,2862.1494300938116,2943.511645482543,3026.143137371173,3110.2360663324553,3194.012144442225,3278.270733560638,3364.6110681427394,3452.633740338318,3548.686850614685,3648.439652871937,3751.1807489647663,3856.820679721484,3966.5720775547998,4069.597057879445,4169.001972912183,4267.690062495143,4369.300082147943,4473.579052285197,4579.269501267999,4688.139892153334,4800.401352517018,4915.396988259866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.608,2075.2324098424906,2131.5607581123904,2189.867598657665,2251.348990706493,2314.9680303483865,2379.952577150725,2448.455904175494,2519.313960974604,2591.4419508621877,2667.2997156158153,2745.3882643172274,2825.221137829339,2906.4780169736837,2988.6353219081066,3072.4599578369116,3156.372005112042,3240.305514026898,3325.591246248978,3412.1844813426446,3506.817136308212,3605.008780010513,3707.11932384432,3811.08972109395,3919.900766929915,4024.5839204948397,4124.63735555946,4222.611260618344,4322.659459236933,4426.289229751257,4530.496796232278,4638.348002376332,4749.419550821089,4862.923917627698,4981.278403155368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.39,2045.7400583129036,2101.223137935229,2159.2916652486633,2219.626509680994,2282.948051259198,2347.6256927246927,2414.428476565401,2484.9973352403345,2556.8221944957486,2631.3546421568403,2708.6089285811804,2788.2034247126803,2869.1407773460464,2951.096686547371,3034.4697110644242,3118.7009371546364,3202.309098749909,3286.7707688376404,3372.549100740022,3465.119979707275,3562.3924502591885,3663.0216937730765,3766.081875209633,3873.302971746822,3978.995524496767,4079.98702583546,4177.545698512203,4276.433653204062,4378.960549515975,4481.952095857202,4588.575624547242,4698.4117240477035,4810.4077302571295,4927.8535117355095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.173,2016.2719205366247,2071.5000688219575,2128.7408352332654,2188.273559545348,2250.9889375692965,2315.3253492546755,2381.2447101233543,2450.7088840756337,2522.230861574602,2595.5646366344768,2672.226873239024,2751.0892650656206,2831.7763810169076,2913.588871084304,2996.510654970732,3080.7059799424574,3164.3092478963104,3248.421751073687,3333.100325367395,3423.4972353188,3519.921753174007,3618.9602686526305,3721.3540380105987,3826.8264055386253,3932.7985185355833,4035.062885733481,4132.567613607488,4230.672931852596,4331.670726982035,4433.893249647004,4539.04570742359,4647.787489596326,4758.4325933800665,4874.472483116488,4992.842573419417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.955,1986.9342945130288,2041.7773897596376,2098.2021094620277,2157.4538373798937,2219.003563309395,2283.0377650190007,2348.63555295586,2416.392258341364,2487.611105208163,2560.6090858213106,2635.9273172025655,2713.944608984996,2794.358024975181,2875.8601726197553,2958.5204081982447,3042.3291605800396,3126.2759282679217,3210.0412222022856,3293.7282644053776,3382.0712154727553,3477.548521006142,3575.4149583090966,3676.589448274836,3780.740261680905,3886.5624268578053,3989.988190519835,4087.622540972373,4184.908105377224,4284.635329192077,4385.794913834334,4489.627891603161,4597.136656508595,4706.53804801092,4821.047591696628,4938.422299746675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.738,1957.811037514879,2012.0791135536906,2068.270714543682,2126.659418763016,2187.413192381043,2250.812085962179,2316.0531684953994,2382.8493122612813,2453.0197722870166,2525.6822341467437,2599.66697626353,2677.1320238073185,2756.838965504796,2838.054698618513,2920.5613521045525,3003.9838492794966,3088.0651823492544,3171.6685058295097,3254.954164440104,3340.977761424814,3435.3267425738886,3532.3216536655677,3631.861611075801,3735.2754818747753,3840.3615495862678,3944.5482745267163,4042.897290284392,4139.248724012393,4238.231272158094,4337.736067624136,4440.817045385808,4546.776222912143,4654.996855905391,4768.045828585844,4884.04670610158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.521,1928.6877805167294,1982.5871530370139,2038.3393196253364,2095.94884582521,2156.3637036389487,2218.586406905357,2283.5089701262464,2349.989221583043,2418.42843936587,2490.7553824721763,2564.3941654275486,2640.500941418224,2719.319906034411,2800.2492246172715,2882.46605434513,2965.638537978953,3049.3868894041393,3133.2873831858697,3216.18006447483,3299.9346307970036,3393.1920420470965,3489.2910948235844,3587.4145333859915,3689.8107020686457,3794.158061356773,3899.103573624956,3998.181240967805,4093.6642248118446,4191.845185048978,4289.868695863658,4392.006199168456,4496.467333351427,4603.500499459222,4715.290950010754,4829.6711124564845,4949.316987076769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.303,1899.5599079884498,1953.2125186087515,2008.3833302986764,2065.7540573054853,2125.2887017590224,2186.7231391512473,2250.975147218748,2317.102130008602,2384.4824582270694,2455.79983165901,2529.092371180855,2603.839759536616,2682.0066516485563,2762.2745079810875,2844.178305413448,2927.2617186165357,3010.676814788568,3094.796307735644,3177.3631155705093,3260.6839500881815,3351.469230319717,3446.4136092284393,3543.626771208245,3644.308564185436,3747.8985462362602,3853.3822706535334,3953.6445575479665,4048.5011057858424,4145.505112979394,4242.66252317406,4343.155245435724,4446.7903404432545,4552.209768536216,4662.747618721189,4775.538221421455,4893.8708576269555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.086,1871.6610797688884,1923.8620012859308,1978.7043385832903,2035.584059252525,2094.3560415032,2155.4145171138643,2218.468035167496,2284.2784235902495,2351.3305871614616,2420.872979984443,2493.819560344873,2568.1080708724885,2644.9746081907715,2724.33005382804,2805.9219914152077,2888.8115038572646,2971.998521843453,3055.827964537939,3138.570184486618,3221.4654948971834,3309.7806737743804,3403.5713268234376,3499.875682981005,3598.868812791966,3701.6770110132197,3807.698505697687,3909.1444395496555,4003.375066496315,4099.212325513469,4195.504916792202,4294.44841709379,4397.1541332435445,4500.979200545255,4610.351256857499,4721.794027014192,4838.470250450911,4959.612526225456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.868,1843.7393272862046,1894.7192523981807,1949.0992386653695,2005.3892707328,2063.9112391847534,2124.0801690107155,2186.334225588285,2251.467266491837,2318.1514754458412,2386.502602951301,2458.5177660981794,2532.4524244211693,2607.912135773695,2686.530977775648,2767.516838129901,2850.0714574076674,2933.288447227882,3016.827601337606,3099.7431320152114,3182.2146352752584,3268.6030689457266,3361.186970256194,3456.341249810521,3554.3516523329167,3655.4174958927074,3760.8568948343777,3864.2071516955657,3958.6466865149077,4053.409471250232,4148.401533281408,4246.495930670826,4347.477140335371,4450.423006471472,4558.127010855385,4668.220928768664,4783.219275782819,4903.088015795609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.651,1815.8404990666431,1866.6033466299477,1919.5184450692204,1975.5095666970283,2033.4914325989168,2092.9181153945065,2154.7515749554036,2218.683047946051,2285.03420311404,2353.0270685161295,2423.244955262198,2497.6519807578925,2572.9895933294792,2649.5468365285637,2729.121752226978,2811.3632172359435,2894.542660392046,2977.859258139901,3060.6080854292118,3142.995785559536,3227.626076812887,3318.882180542813,3412.8425591960063,3509.8710412666915,3609.195960669667,3713.827098390036,3819.2033373320223,3913.9901127787975,4007.6442219576547,4101.336822499276,4198.58587394334,4297.880251782084,4399.922257970668,4505.99851774483,4614.838324512528,4728.455554237343,4846.609913009793,4969.480772633671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.434,1787.9416708470815,1838.4874408617145,1890.3610483609934,1945.6929953139233,2003.0716260130803,2062.244325635096,2123.168924322522,2186.2996015756594,2251.958797549159,2319.551534080958,2388.9841528807106,2463.4008488704153,2538.412616316046,2614.5366868928563,2691.858709512968,2772.535000410451,2855.380021769101,2938.890914942196,3021.473038843212,3103.7769358438145,3186.6717736544697,3276.9745915295252,3369.7256540041362,3465.589066975208,3563.7700153754527,3666.797301945694,3772.541936115906,3869.0535418277545,3962.27260702406,4054.796819959035,4152.218498299184,4249.1479667873455,4349.421509469865,4454.521037399331,4561.650699460785,4673.867080121493,4790.244104500399,4911.8414250413025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.216,1760.0199183643977,1810.3484324593248,1862.0016523797156,1915.8519238721635,1972.9475396788387,2031.5453314469598,2091.731340839238,2154.4209769017384,2218.8562141654083,2286.0806259581527,2354.6337814469302,2429.121573078347,2503.807227653464,2579.584646158048,2656.4876470069676,2733.962768712877,2816.185203492398,2899.8886928912716,2982.3058352756298,3064.519435676153,3146.359132486851,3235.3530345594254,3326.733390089802,3421.3274065187734,3518.50450520385,3619.7288614615454,3724.6074351981806,3823.9522064671223,3916.94270898572,4008.233927918045,4106.258473401059,4200.442792226544,4298.89947466951,4403.085982479902,4508.494493009516,4619.423458695383,4734.362810216865,4854.154715618537,4980.263970913901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.999,1732.1210901448362,1782.2325266910918,1833.665539974777,1886.622996280372,1942.884144716544,2000.8715416875498,2060.7886689026345,2122.568525154479,2186.1844603602644,2252.6821919021236,2320.824233913073,2394.789788338199,2469.2302506400306,2544.7228491008177,2621.145624782171,2698.1058340774043,2776.8889930330915,2860.2585179836715,2943.17078868963,3025.2934831578355,3106.7068950041366,3193.776169363024,3284.0495586266666,3377.3848114301622,3473.428414572349,3573.2809315741556,3676.7122893715214,3777.807211298189,3871.5713760146555,3962.1006559496423,4058.9004148862755,4153.702454396374,4249.503162213562,4351.693156669601,4456.005073579708,4565.199618441671,4678.668990619306,4796.554589519823,4921.437339476306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
