Thrust (N),0.0 m/s,2.0 m/s,4.0 m/s,6.0 m/s,8.0 m/s,10.0 m/s,12.0 m/s,14.0 m/s,16.0 m/s,18.0 m/s,20.0 m/s,22.0 m/s,24.0 m/s,26.0 m/s,28.0 m/s,30.0 m/s,32.0 m/s,34.0 m/s,36.0 m/s,38.0 m/s,40.0 m/s,42.0 m/s,44.0 m/s,46.0 m/s,48.0 m/s,50.0 m/s,52.0 m/s,54.0 m/s,56.0 m/s,58.0 m/s,60.0 m/s,62.0 m/s,64.0 m/s,66.0 m/s,68.0 m/s,70.0 m/s,72.0 m/s,74.0 m/s,76.0 m/s,78.0 m/s,80.0 m/s,82.0 m/s,84.0 m/s,86.0 m/s,88.0 m/s,90.0 m/s,92.0 m/s,94.0 m/s,96.0 m/s,98.0 m/s,100.0 m/s,102.0 m/s,104.0 m/s,106.0 m/s,108.0 m/s,110.0 m/s,112.0 m/s,114.0 m/s,116.0 m/s,118.0 m/s,120.0 m/s,122.0 m/s,124.0 m/s,126.0 m/s,128.0 m/s,130.0 m/s,132.0 m/s,134.0 m/s,136.0 m/s,138.0 m/s,140.0 m/s,142.0 m/s,144.0 m/s,146.0 m/s,148.0 m/s,150.0 m/s,152.0 m/s,154.0 m/s,156.0 m/s,158.0 m/s,160.0 m/s,162.0 m/s,164.0 m/s,166.0 m/s,168.0 m/s,170.0 m/s,172.0 m/s,174.0 m/s,176.0 m/s,178.0 m/s,180.0 m/s
220.346,4620.976170870733,4721.8886364468735,4824.866902104536,4931.22178906192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.128,4583.550402035809,4683.990688149835,4786.308848967918,4892.243975023851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.911,4546.277825270357,4646.292592287262,4748.113716950642,4853.298162475141,4961.038424214283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.694,4509.005248504905,4608.594496424688,4709.918584933366,4814.35234992643,4921.870627246989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.476,4472.157564827695,4571.035745913686,4671.910527280171,4775.702974316428,4882.670646387365,4991.786192683825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.259,4435.484974625561,4533.558034247551,4634.010156157665,4737.276595691694,4843.502849420072,4952.373256909226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.041,4398.782250824249,4496.113150802613,4596.101573231185,4698.827762541573,4804.302868560449,4912.927935813532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.824,4362.109660622116,4459.239027377441,4558.422829518719,4660.6980377776945,4765.600014763425,4873.515000038934,4983.780193475458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.607,4325.437070419983,4422.364903952267,4520.744085806252,4622.568313013814,4726.954542106737,4834.102064264335,4944.129559915651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.389,4288.883699424249,4385.460481329538,4483.30769107319,4584.49847330323,4688.367802470229,4794.728016865399,4904.446345720217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.172,4252.697290897438,4348.586357904364,4446.23593685873,4546.591803577036,4650.020635255363,4755.84081019599,4864.795712160411,4975.956731115422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.955,4216.510882370627,4311.7122344791915,4409.164182644271,4508.685133850845,4611.673468040498,4716.953603526584,4825.145078600606,4936.049906671004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.737,4180.325425957897,4274.959629395392,4372.061966840481,4471.21874530169,4573.450991881909,4678.204039692768,4785.655696327522,4896.1102910807795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.52,4144.195369091838,4238.307723216166,4334.990212626022,4433.922969827564,4535.328119943491,4639.617081336151,4746.533710920375,4856.203466636362,4968.249046771941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.302,4108.035624422272,4201.625700433668,4297.8845304213255,4396.596548687476,4497.2194607152105,4600.998416358041,4707.379579263919,4816.2638510461375,4928.051321738064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.085,4071.658852895225,4164.9986097198835,4260.751930861655,4359.300773213349,4459.710881659795,4562.6313757955595,4668.502561440915,4776.67218700315,4887.886599762508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.868,4035.211515559128,4128.3726707869455,4223.619331301983,4322.004997739222,4422.202302604378,4524.270176628124,4629.6824944897535,4737.297319796083,4847.721877786951,4960.330522562827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.65,3998.724146053128,4091.669681430745,4186.45360445008,4284.536124695046,4384.662903023855,4486.105080813488,4590.884149967147,4697.906378180498,4807.524152753076,4919.8518181142845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.433,3961.9864538732095,4054.8361243322665,4149.313833480979,4246.893589387206,4347.154323968439,4448.362180149986,4552.291092308147,4658.835320587096,4767.794272323999,4879.4063474132345,4992.91019405118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.216,3925.248761693292,4018.002567233789,4112.174062511879,4209.251054079366,4309.645744913023,4410.619279486485,4513.698034649147,4619.764262993695,4728.16462955306,4838.960876712186,4952.1728236325625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.998,3888.532049211356,3981.0420254422056,4074.947722216535,4171.546464817336,4271.620816101915,4372.845365757524,4475.474831769552,4580.759015048811,4688.591084768002,4798.502373660489,4911.401979614586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.781,3851.9575422584253,3944.0195891647927,4037.724668562917,4133.862709850955,4233.459346209993,4335.102465094023,4437.503503187353,4541.885776654847,4649.267038444143,4758.59520845005,4870.664609195967,4985.225417933314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.563,3815.3529823006024,3906.966731822237,4000.4710289983254,4096.153472984975,4195.256806126716,4297.261528674828,4399.500973842143,4502.980596405176,4609.910679838998,4718.6552518138005,4829.893765177991,4944.150062260694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.346,3779.2695819327064,3870.077822668543,3963.1736534728225,4058.523353317187,4157.017028187014,4258.571714525289,4361.529645259944,4464.609080024556,4570.69028352971,4678.911811597065,4789.300581285068,4903.108430197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.129,3743.5414788787994,3833.219864300358,3925.8753254077724,4020.893233649397,4118.777250247313,4219.88190037575,4323.558316677744,4426.279227638182,4531.504811550155,4639.3120916622975,4749.104892325364,4862.066798133307,4976.85949065605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.911,3707.7840183038957,3796.416527389473,3888.5972381678057,3983.253645169675,4080.602087001857,4181.104523379805,4285.080691525743,4387.917879892413,4492.3624999404465,4599.680554434187,4708.876174861996,4820.991442460687,4935.466263715456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.694,3672.055915249989,3760.411673771193,3851.4646266384007,3945.671666897702,4042.550695563091,4142.300174683756,4245.860418511398,4349.58802750604,4453.559891130184,4560.17007375878,4668.921547019411,4780.216007233629,4894.107021361841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.477,3636.327812196083,3724.406820152914,3814.332015108996,3908.089688625729,4004.499304124326,4103.4958259877085,4206.640145497055,4311.2581751196685,4414.757282319922,4520.659593083374,4629.035237625872,4739.719265409982,4852.747779008227,4967.830614792458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.259,3600.5703516211784,3688.3723816097217,3777.6973751861037,3870.608009970652,3966.5648910045293,4064.9666526148726,4167.260957795794,4271.9502971678585,4375.9227896897655,4481.235051717858,4589.1280845249485,4699.195478439096,4811.354552067632,4926.104262255278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.042,3565.654377312888,3652.367527991443,3741.424290991979,3833.193019893929,3928.681467409699,4026.4994614737207,4127.888327636787,4232.281842707948,4337.120180879505,4441.97231464346,4549.285497438461,4659.009958972142,4770.393010028501,4884.412167807211,4999.895982427523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.824,3530.722898503589,3616.333089448251,3705.1214014698385,3795.845732476265,3890.8079370932396,3988.093766351796,4088.6228242194384,4192.550184547452,4298.231462369456,4402.677315665138,4509.410171989535,4618.791419357722,4729.5484339559835,4842.6858152700315,4957.824296721384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.607,3495.8456891417304,3580.782725137282,3668.848317275713,3759.2968638601274,3853.092826328974,3949.9250465267182,4049.7270385092347,4152.718075295939,4258.201477264241,4363.4145785907385,4469.660704853108,4578.612196760348,4688.823804715539,4800.9937208219635,4915.787152629123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.39,3461.1565706484976,3545.6097146033,3632.5752330815867,3722.7479952439894,3815.377715564708,3911.756326701641,4010.8312527990306,4112.885966044427,4218.171492159026,4324.15184151634,4429.940031841067,4538.438504992331,4648.325886720415,4759.840076396678,4873.750008536863,4989.693911329655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.172,3426.4389483602836,3510.407802663786,3596.3584729748436,3686.1690946897947,3778.149377024988,3873.6736823216265,3972.206455169602,4073.3952620903615,4178.026845405641,4284.4216523326295,4390.186720642494,4498.233258796484,4607.79469188224,4718.665774309495,4831.678322830722,4947.27039745405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.955,3391.8590428036814,3475.386435561549,3560.9234970093344,3649.620226073658,3741.3072603536625,3835.6744722094477,3933.730060534014,4034.115532777828,4137.847339203271,4244.03056678438,4350.466047630454,4458.0926475758615,4567.287880608017,4677.6974007469435,4789.777888783352,4904.881714049608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.737,3357.601000551005,3440.400073548304,3525.4594043832117,3613.0413255194626,3704.434870784496,3797.698549819732,3895.2432632913506,3994.8675849350334,4097.667582166011,4203.606292176517,4310.71273643188,4417.91905310855,4526.7456637615915,4636.838433908757,4748.261442123838,4862.458200174002,4978.201243238947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.52,3323.371084769802,3405.44243597021,3490.085516214181,3577.035649328847,3667.592754113171,3760.5785518276707,3856.9376963392406,3956.0720600263317,4058.0446742103795,4163.090415732574,4270.234586968321,4377.778441887927,4486.2262450724265,4596.010945963493,4706.779081216919,4820.069516769559,4935.435400005057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.303,3289.3352857785612,3370.8755845897113,3454.8675347920052,3541.3313210592696,3630.7506374418444,3723.4585538356087,3818.6321293871297,3917.276535117629,4018.4217662547476,4122.562305091029,4229.476698697555,4337.637830667305,4445.68644594367,4555.164359100176,4665.561842929974,4777.974683993187,4892.669556771166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.085,3255.6896539396334,3336.3524478513777,3419.6206150120474,3505.5976548042618,3594.0196912258616,3686.3080546126585,3780.7508860153703,3878.544760993056,3979.0277719226237,4082.2499805286475,4188.650453183871,4297.40071124833,4405.113335558441,4514.284208895146,4624.362569437053,4736.10971141087,4849.86857315664,4965.740877275831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.868,3222.071645772165,3301.8576552318764,3384.6091633437813,3470.0777049582857,3558.028813286841,3649.1880566205964,3743.3313741576403,3839.9213854788927,3939.892779897415,4042.2827341021793,4147.766967327456,4256.25451331355,4364.573536429684,4473.399006368724,4583.193712917667,4694.322712717488,4807.102729922749,4922.571991345999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.651,3188.474281674054,3267.946405656611,3349.857514560403,3434.5920361088433,3522.037935347821,3612.0680586285353,3705.9118622999113,3801.29800996473,3900.7577878722072,4002.3154876757117,4106.883481471043,4215.108315378771,4324.033737300929,4432.493037847668,4542.019914581252,4652.810925658229,4764.805027909365,4879.403105416169,4995.734682448601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.433,3154.888805816154,3234.040533112424,3315.0773106013603,3399.0894288510735,3486.103107518096,3575.496839117157,3668.461603102939,3763.506547449277,3861.760879244142,3962.7789883168566,4066.4367358967556,4173.851241047489,4283.047820537102,4391.553457191426,4500.81228403585,4611.265028667121,4722.565882643983,4836.198747928465,4952.124118182187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.216,3121.330904240569,3200.162497902018,3280.677463719485,3364.0736730381855,3450.3326238734517,3539.2341285828093,3631.0420912452096,3725.7760961389986,3822.7993437389146,3923.3034103845066,4026.11824734387,4132.583416616991,4241.496188155533,4350.64748867037,4459.615548743034,4569.7638212965885,4680.5106518398,4793.121020841202,4908.549358976748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.998,3088.127517073987,3166.3169684491713,3246.5191735333087,3329.0291450348177,3414.532747883987,3502.941621244406,3593.7397852463773,3688.0146419928024,3784.1797640819404,3883.867141864724,3985.9414853297203,4091.402003662188,4199.910149267937,4309.7079080141275,4418.384500403686,4528.232456198528,4638.592485632966,4750.481710877904,4864.938794710334,4980.706011555454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.781,3055.6159266300165,3132.499517142859,3212.388927920357,3294.120445373175,3379.0434738052804,3466.882868347536,3557.184223349678,3650.284190682524,3746.1179611903667,3844.5663428345424,3946.1183065417836,4050.703713865738,4158.236147258854,4267.996837026273,4377.187303499757,4486.74816770638,4596.7138978309,4707.877408558256,4821.364035504896,4936.680817232003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.564,3023.1043361860457,3098.723166223348,3178.297565852157,3259.73086222947,3343.7466283249128,3430.842121048085,3520.6286614529786,3612.553739372244,3708.056158298792,3805.26554380436,3906.2951277538455,4010.0054240692866,4116.562145249769,4226.035242109602,4335.9901065958275,4445.1040713894845,4554.895848017962,4665.536035819895,4778.078813352273,4892.655622908553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.346,2990.5660312059667,3065.933406801342,3144.2003665080315,3225.3130214167895,3308.4207796847427,3394.8409543958696,3484.140705557243,3575.3739520647496,3669.9630803021305,3766.71834589841,3866.587597709235,3969.650657209488,4075.200165960861,4183.990562684553,4294.573833026007,4401.979782998868,4510.882857093991,4623.219563136317,4735.0367525898255,4848.594253404886,4964.586463119479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.129,2958.054440761996,3033.1705683640816,3110.1311615804443,3190.9396727078165,3273.6045017515507,3359.2772015646424,3447.808833869708,3538.5141291526897,3631.9012774105554,3728.3241654986373,3826.9404759828326,3929.451672690879,4034.1000218306854,4141.901183568927,4252.233691804869,4358.8909004279485,4467.21170849788,4578.4841268826995,4692.0901786515515,4804.569059081436,4920.116147253198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.912,2925.5428503180256,3000.4077299268224,3076.808543804417,3156.6115991378692,3238.9387947192195,3323.713448733416,3411.476962182174,3501.6543062406304,3593.9814587516444,3689.929985098865,3787.5860564779446,3889.300132941425,3993.08556926664,4099.814389393395,4209.858220664045,4315.8020178570305,4423.724719109547,4533.826672559464,4646.810001411199,4761.05566246926,4875.645831386917,4991.803638863076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.694,2893.1750790813544,2967.6179705048157,3043.7747785332144,3122.2553184409117,3204.2446031289314,3288.3327925791236,3375.4444790372895,3464.9796871032845,3556.766328012208,3651.5042564818364,3748.820393358608,3849.2457242937603,3952.45519174646,4058.269015004657,4167.338028772661,4273.2693104262735,4380.201996780055,4489.315840175082,4601.375180506627,4716.022207923343,4831.138974587302,4946.802044041087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.477,2861.456049448715,2934.8551320675565,3010.7681345799692,3088.303803804859,3169.633301836002,3253.4046598474183,3339.5933024812703,3428.3452874068325,3519.5817515673043,3613.110076082064,3710.0865575488933,3809.224201039075,3911.8581725001077,4016.757750118703,4124.819491080432,4231.113387013315,4336.715007391722,4445.411684431623,4556.246328218982,4670.012999848071,4786.011072461948,4901.837396341286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.259,2829.7109565213887,2902.06537264555,2977.734369308767,3055.019123110848,3135.0011580646365,3218.447826924478,3303.7126672756553,3391.7907863379533,3482.4743332130456,3575.2671588221774,3671.3208944295566,3769.8789732222726,3871.3545099723633,3975.515055071781,4082.5090268123613,4188.9509694767885,4293.339280448339,4401.4714529644625,4511.088793427592,4624.094276607303,4739.219953151486,4856.835801519296,4972.057777125485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.042,2798.0142689228283,2870.051031394844,2944.7277253555217,3021.761769740888,3100.397447908848,3183.549153082852,3268.4357137714824,3355.6407851326817,3445.516896409478,3537.756880757304,3632.587058619842,3730.778056713882,3830.9362831050826,3934.51068032571,4040.573124995783,4146.90215660511,4250.791282609199,4357.567297221005,4466.540104507272,4578.345625530041,4692.527261575841,4809.288964399097,4926.5828083647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.825,2766.6481485727427,2838.087050184438,2911.721081402276,2988.5044163709276,3066.8605489440156,3148.6834551163065,3233.225094991017,3319.4907839274097,3408.559459605909,3500.24660269243,3593.9945148379597,3691.67714020549,3790.7356608171563,3893.534827329326,3998.653825272325,4104.85334373343,4208.2432847700575,4313.663141477546,4422.17771993524,4532.743366621976,4646.147024761164,4761.857294269391,4881.107839603915,4997.453450932426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
